,address,area,bedrooms,city,postal_code,posting_date,price,property_type,rooms,sale_date,url,year_built
11109,Heemstedestraat 62 II,,,,1058 NP,22-7-2015,,apartment,,6-8-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49443764-heemstedestraat-62-ii/,
11110,Jacques Veltmanstraat 35,,,,1065 EG,19-6-2015,,apartment,,14-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49410801-jacques-veltmanstraat-35/,
11111,Admiraal De Ruijterweg 136 hs,,,,1056 GT,15-6-2015,,apartment,,2-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49403713-admiraal-de-ruijterweg-136-hs/,
11112,Nicolaas Witsenkade 31 E,,,,1017 ZT,11-5-2015,,apartment,,6-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49477091-nicolaas-witsenkade-31-e/,
11113,Akoleienstraat 8 -IV,,,,1016 LN,12-4-2015,,apartment,,4-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48345345-akoleienstraat-8-iv/,
11114,Marnixstraat 236 -C,,,,1016 TL,16-6-2015,,apartment,,6-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49416592-marnixstraat-236-c/,
11115,Kuipersstraat 71 -II,,,,1074 EH,24-3-2015,,apartment,,9-4-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48326924-kuipersstraat-71-ii/,
11116,Marnixstraat 236 -A,,,,1016 TL,13-6-2015,,apartment,,6-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49403131-marnixstraat-236-a/,
11117,Knollendamstraat 68,,,,1013 TN,23-5-2015,,apartment,,29-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49480326-knollendamstraat-68/,
11118,Marnixstraat 242 -B,,,,1016 TL,13-6-2015,,apartment,,6-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49415404-marnixstraat-242-b/,
11119,Zaanstraat 131,,,,1013 RW,22-5-2015,,apartment,,18-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49489652-zaanstraat-131/,
11120,Balistraat 119 C,,,,1094 JH,24-6-2015,,apartment,,6-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49414586-balistraat-119-c/,
11121,Bellamystraat 4 IV,,,,1053 BL,5-6-2015,,apartment,,11-8-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49491477-bellamystraat-4-iv/,
11122,Frederik Hendrikstraat 19 II,,,,1052 HH,22-6-2015,,apartment,,14-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49418414-frederik-hendrikstraat-19-ii/,
11123,Vinkenstraat 73 -C,,,,1013 JM,27-6-2015,,apartment,,6-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49429025-vinkenstraat-73-c/,
11124,Keizersgracht 107 E,,,,1015 CH,2-6-2015,,apartment,,27-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49499079-keizersgracht-107-e/,
11125,Marnixstraat 238 B,,,,1016 TL,13-6-2015,,apartment,,6-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49415570-marnixstraat-238-b/,
11126,Eva Besnyöstraat 535,,,,1087 LG,11-10-2014,,apartment,,9-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48256602-eva-besnyostraat-535/,
11127,Marnixstraat 238 A,,,,1016 TL,18-6-2015,,apartment,,6-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49418669-marnixstraat-238-a/,
11128,Willem Beukelsstraat 10 HS,,,,1097 CS,2-5-2015,,apartment,,19-5-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85824275-willem-beukelsstraat-10-hs/,
11129,Wethouder Frankeweg 35 I,,,,1098 KX,4-12-2014,,apartment,,3-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-84682038-wethouder-frankeweg-35-i/,
11130,Amstel 292 K,,,,1017 AN,14-5-2015,,apartment,,5-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49472637-amstel-292-k/,
11131,Krugerstraat 25 A,,,,1091 LD,12-5-2015,,apartment,,18-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85832268-krugerstraat-25-a/,
11132,Erich Salomonstraat 34,,,,1087 AW,6-3-2015,,house,,29-5-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-48305414-erich-salomonstraat-34/,
11133,Bruinvisstraat 69,,,,1035 HX,14-2-2015,,house,,1-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-48387474-bruinvisstraat-69/,
11134,Waverstraat 91 I,,,,1079 VK,23-5-2015,,apartment,,9-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85845511-waverstraat-91-i/,
11135,Hoofdweg 420 -III,,,,1056 DG,11-4-2015,,apartment,,5-8-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48334264-hoofdweg-420-iii/,
11136,Nieuwe Laan 65,,,,1068 CA,10-2-2015,,apartment,,2-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-84736830-nieuwe-laan-65/,
11137,Niasstraat 285,,,,1095 SG,28-5-2015,,apartment,,26-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49484033-niasstraat-285/,
11138,Ruyschstraat 73 3,,,,1091 BX,20-5-2015,,apartment,,24-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49486042-ruyschstraat-73-3/,
11139,Nieuwe Achtergracht 8 1,,,,1018 XX,30-5-2015,,apartment,,16-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49495981-nieuwe-achtergracht-8-1/,
11140,Koekoeksstraat 64 hs,,,,1021 TZ,16-5-2015,,apartment,,29-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49473970-koekoeksstraat-64-hs/,
11141,Osdorper Ban 139,,,,1068 LT,6-3-2015,,apartment,,6-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48305895-osdorper-ban-139/,
11142,Sajetplein 10,,,,1091 DJ,4-6-2015,,apartment,,29-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49492944-sajetplein-10/,
11143,Koerierstersplein 10,,,,1011 MR,22-7-2015,,apartment,,6-8-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49442461-koerierstersplein-10/,
11144,Nilda Pintostraat 17,,,,1103 MK,17-6-2015,,house,,30-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-85871282-nilda-pintostraat-17/,
11145,Bijlmerdreef 824,,,,1103 DT,14-2-2015,,apartment,,23-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-84741000-bijlmerdreef-824/,
11146,Nilda Pintostraat 5,,,,1103 MK,19-12-2014,,house,,5-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-84695494-nilda-pintostraat-5/,
11147,Andreas Schelfhoutstraat 25 -I,,,,1058 HR,13-6-2015,,apartment,,9-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49404612-andreas-schelfhoutstraat-25-i/,
11148,Dom H. van der Laanstraat 25,,,,1064 DC,10-5-2015,,house,,8-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-49477901-dom-h-van-der-laanstraat-25/,
11149,Apollolaan 34,,,,1077 BB,3-6-2015,,house,,17-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-49490898-apollolaan-34/,
11150,Rhijnvis Feithstraat 12 IV,,,,1054 TX,23-6-2015,,apartment,,29-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85878376-rhijnvis-feithstraat-12-iv/,
11151,De Clercqstraat 45 -I,,,,1053 AC,23-5-2015,,apartment,,11-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49481471-de-clercqstraat-45-i/,
11152,Kantershof 278,,,,1104 GP,17-4-2015,,house,,7-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-84707177-kantershof-278/,
11153,Westerstraat 115 1,,,,1015 LZ,3-7-2015,,apartment,,4-8-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85890171-westerstraat-115-1/,
11154,Glitterstraat 158,,,,1103 SK,19-2-2015,,apartment,,11-8-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48388852-glitterstraat-158/,
11155,Zaagmolenstraat 14 huis,,,,1052 HD,9-6-2015,,apartment,,19-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85861574-zaagmolenstraat-14-huis/,
11156,Oostakkerstraat 91,,,,1066 HR,23-9-2014,,house,,23-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-84599924-oostakkerstraat-91/,
11157,IJgenzinnig - Type A/C/D - bwnr 15 (Bouwnr. 15),,,,1087 MP,13-12-2014,,house,,11-2-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-48237734-ijgenzinnig-type-a-c-d-bwnr-15-bouwnr-15/,
11158,IJgenzinnig - Type A/C/D - bwnr 20 (Bouwnr. 20),,,,1087 MP,13-12-2014,,house,,30-4-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-48237739-ijgenzinnig-type-a-c-d-bwnr-20-bouwnr-20/,
11159,IJgenzinnig - Type A/C/D - bwnr 27 (Bouwnr. 27),,,,1087 MP,13-12-2014,,house,,7-4-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-48237746-ijgenzinnig-type-a-c-d-bwnr-27-bouwnr-27/,
11160,Alfred Döblinstraat 60,,,,1102 VM,11-2-2015,,apartment,,7-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48373324-alfred-doblinstraat-60/,
11161,Diepenbeekplantsoen 3,,,,1066 KE,30-1-2015,,house,,3-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-48362096-diepenbeekplantsoen-3/,
11162,Willem de Zwijgerlaan 357 - III,,,,1055 RB,29-7-2015,,apartment,,11-8-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49558375-willem-de-zwijgerlaan-357-iii/,
11163,Emmastraat 15 -II,,,,1071 JA,24-6-2015,,apartment,,6-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49414694-emmastraat-15-ii/,
11164,IJselstraat 46 I,,,,1078 CK,18-5-2015,,apartment,,19-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49472389-ijselstraat-46-i/,
11165,Palestrinastraat 30 -huis,,,,1071 LG,29-5-2015,,apartment,,11-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49484117-palestrinastraat-30-huis/,
11166,Archimedeslaan 33 huis,,,,1098 PV,23-5-2015,,apartment,,15-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49489136-archimedeslaan-33-huis/,
11167,Swammerdamstraat 19 I,,,,1091 RP,21-7-2015,,apartment,,10-8-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85805753-swammerdamstraat-19-i/,
11168,Coppelstockstraat 45 HS,,,,1056 XL,4-7-2015,,apartment,,7-8-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49437910-coppelstockstraat-45-hs/,
11169,Kinkerstraat 234 I,,,,1053 EN,21-7-2015,,apartment,,9-8-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85805144-kinkerstraat-234-i/,
11170,Albardagracht 66 H,,,,1067 DZ,6-3-2015,,apartment,,21-5-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48305322-albardagracht-66-h/,
11171,Karel du Jardinstraat 1 I,,,,1072 SC,4-6-2015,,apartment,,24-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49492591-karel-du-jardinstraat-1-i/,
11172,Bernard Shawsingel 308,,,,1102 VE,10-7-2015,,apartment,,6-8-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49433435-bernard-shawsingel-308/,
11173,Inzet 17,,,,1068 RC,23-4-2015,,apartment,,16-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49451635-inzet-17/,
11174,Bilderdijkstraat 186 I,,,,1053 LD,24-4-2015,,apartment,,15-5-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49453543-bilderdijkstraat-186-i/,
11175,Karel du Jardinstraat 86 II,,,,1073 TE,16-6-2015,,apartment,,30-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49416635-karel-du-jardinstraat-86-ii/,
11176,Zaanstraat 53,,,,1013 RW,21-4-2015,,apartment,,15-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49457174-zaanstraat-53/,
11177,Hoofdweg 97 C,,,,1058 BA,18-7-2015,,apartment,,5-8-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49449370-hoofdweg-97-c/,
11178,Derde Schinkelstraat 26 -3,,,,1075 TL,24-6-2015,,apartment,,1-8-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49414298-derde-schinkelstraat-26-3/,
11179,Slatuinenweg 9,,,,1057 KA,15-7-2015,,house,,31-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-49446844-slatuinenweg-9/,
11180,Anna Blamansingel 131,,,,1102 SV,5-6-2015,,apartment,,18-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49492956-anna-blamansingel-131/,
11181,Blasiusstraat 156,,,,1091 CZ,27-5-2015,,apartment,,21-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85846686-blasiusstraat-156/,
11182,Valkhof 215,,,,1082 VH,29-5-2015,,apartment,,17-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49496745-valkhof-215/,
11183,Johan van der Keukenstraat 117,,,,1087 BC,16-5-2015,,house,,18-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-49472334-johan-van-der-keukenstraat-117/,
11184,Eva Besnyöstraat,,,,1087 HN,7-3-2015,,house,,12-8-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-48306657-eva-besnyostraat/,
11185,Amazonenstraat 39 HS,,,,1076 LG,29-7-2015,,apartment,,11-8-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49559449-amazonenstraat-39-hs/,
11186,Da Costastraat 57 III,,,,1053 ZE,20-5-2015,,apartment,,10-8-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49486646-da-costastraat-57-iii/,
11187,De Lairessestraat 121 III-r,,,,1075 HH,12-6-2015,,apartment,,3-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49407414-de-lairessestraat-121-iii-r/,
11188,Lijndenstraat 32 A,,,,1018 PZ,1-5-2015,,apartment,,23-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49468584-lijndenstraat-32-a/,
11189,Lijndenstraat 34 A,,,,1018 PZ,1-5-2015,,apartment,,8-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49468504-lijndenstraat-34-a/,
11190,Dijkgraafplein 11,,,,1069 EK,19-7-2013,,apartment,,4-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48853486-dijkgraafplein-11/,
11191,Frans van Mierisstraat 61,,,,1071 RL,19-6-2015,,apartment,,28-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49418416-frans-van-mierisstraat-61/,
11192,Lijndenstraat 34 A,,,,1018 PZ,16-5-2015,,apartment,,8-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49472304-lijndenstraat-34-a/,
11193,Kloekhorststraat 59,,,,1104 MK,20-8-2014,,apartment,,17-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48105467-kloekhorststraat-59/,
11194,Jan van Zutphenstraat 563,,,,1069 RS,29-1-2015,,apartment,,27-5-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48360312-jan-van-zutphenstraat-563/,
11195,Johan Hofmanstraat 328,,,,1069 KE,7-5-2015,,apartment,,1-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49463758-johan-hofmanstraat-328/,
11196,Granidastraat 78,,,,1055 HP,21-4-2015,,apartment,,21-5-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49457287-granidastraat-78/,
11197,Sloterkade 99,,,,1058 HL,25-7-2015,,apartment,,5-8-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49556479-sloterkade-99/,
11198,Valeriusstraat 178 H,,,,1075 GH,20-6-2015,,apartment,,1-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49412285-valeriusstraat-178-h/,
11199,Nicolaas Maesstraat 34 -II,,,,1071 RA,25-7-2015,,apartment,,5-8-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49556616-nicolaas-maesstraat-34-ii/,
11200,Nieuwezijds Voorburgwal 43 a,,,,1012 RD,18-7-2015,,apartment,,5-8-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49440790-nieuwezijds-voorburgwal-43-a/,
11201,J.J. Cremerplein 60 II,,,,1054 TM,20-6-2015,,apartment,,10-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49411610-jj-cremerplein-60-ii/,
11202,Plantage Muidergracht 55 II,,,,1018 TM,27-2-2015,,apartment,,8-5-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48396355-plantage-muidergracht-55-ii/,
11203,Wijttenbachstraat 56 III,,,,1093 JE,4-6-2015,,apartment,,8-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49491136-wijttenbachstraat-56-iii/,
11204,Rustenburgerstraat 305 hs,,,,1073 GE,26-6-2015,,apartment,,8-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49428168-rustenburgerstraat-305-hs/,
11205,Semarangstraat 7 D,,,,1095 EZ,18-7-2015,,apartment,,7-8-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49440136-semarangstraat-7-d/,
11206,Jacob van Lennepstraat 231 II,,,,1053 JC,10-6-2015,,apartment,,8-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49409021-jacob-van-lennepstraat-231-ii/,
11207,Paramariboplein 10 -2,,,,1058 AS,18-7-2015,,apartment,,29-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49449349-paramariboplein-10-2/,
11208,Agatha Dekenstraat 27 hs,,,,1053 AM,27-6-2015,,apartment,,15-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49420713-agatha-dekenstraat-27-hs/,
11209,John Napierstraat 42,,,,1086 ZS,20-5-2015,,house,,25-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-49486151-john-napierstraat-42/,
11210,Dusartstraat 65 II,,,,1072 HP,30-5-2015,,apartment,,17-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49497176-dusartstraat-65-ii/,
11211,Uranusstraat 11,,,,1033 VV,14-5-2015,,house,,10-8-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-49471828-uranusstraat-11/,
11212,Nassaukade 353 III/IV,,,,1053 LZ,24-6-2015,,apartment,,9-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49414094-nassaukade-353-iii-iv/,
11213,Willemsparkweg 17,,,,1071 GP,28-5-2015,,house,,9-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-49482063-willemsparkweg-17/,
11214,De Clercqstraat 56 2,,,,1052 NH,11-7-2015,,apartment,,11-8-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49433097-de-clercqstraat-56-2/,
11215,Lijnbaansgracht 36 hs,,,,1015 GR,8-5-2015,,apartment,,10-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49475822-lijnbaansgracht-36-hs/,
11216,Carnapstraat 145 + PP,,,,1062 KZ,6-12-2014,,apartment,,6-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48220945-carnapstraat-145-pp/,
11217,Osdorper Ban 1053,,,,1069 GA,31-1-2015,,apartment,,8-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48363870-osdorper-ban-1053/,
11218,Beethovenstraat 156 4,,,,1077 JV,7-3-2015,,apartment,,5-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48307188-beethovenstraat-156-4/,
11219,Heringa-State 66,,,,1082 TT,20-5-2015,,apartment,,15-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49486446-heringa-state-66/,
11220,Van Nijenrodeweg 667,,,,1082 JB,23-5-2015,,apartment,,24-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49480337-van-nijenrodeweg-667/,
11221,Hudsonstraat 101 I,,,,1057 SC,22-7-2015,,apartment,,29-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49441855-hudsonstraat-101-i/,
11222,Ladogameerhof 36,,,,1060 PJ,3-11-2010,,apartment,,24-4-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-47957800-ladogameerhof-36/,
11223,Bilderdijkpark 8 III,,,,1052 SB,30-5-2015,,apartment,,11-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49497678-bilderdijkpark-8-iii/,
11224,Kantershof 336,,,,1104 GS,24-5-2015,,house,,16-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-49481385-kantershof-336/,
11225,Gorontalostraat 7 A,,,,1095 TL,3-6-2015,,apartment,,26-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49490658-gorontalostraat-7-a/,
11226,Emerald (Bouwnr. 161),,,,1103 AE,27-9-2014,,house,,15-1-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-48131831-emerald-bouwnr-161/,
11227,Emerald (Bouwnr. 173),,,,1103 AE,27-9-2014,,house,,23-3-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-48131857-emerald-bouwnr-173/,
11228,Julius Pergerstraat 256,,,,1087 KP,17-6-2015,,apartment,,29-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49418523-julius-pergerstraat-256/,
11229,Toutenburgstraat 45,,,,1107 PV,7-2-2015,,apartment,,25-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48370337-toutenburgstraat-45/,
11230,Joos de Moorstraat 5 III,,,,1056 TT,5-6-2015,,apartment,,29-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49494527-joos-de-moorstraat-5-iii/,
11231,Nachtwachtlaan 499,,,,1058 ES,9-5-2015,,apartment,,30-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49477634-nachtwachtlaan-499/,
11232,Cornelis Drebbelstraat 12 I,,,,1097 AL,13-6-2015,,apartment,,2-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49403665-cornelis-drebbelstraat-12-i/,
11233,Joan Melchior Kemperstraat 66 II,,,,1051 TT,16-5-2015,,apartment,,16-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49473868-joan-melchior-kemperstraat-66-ii/,
11234,Wilhelminastraat 140 hs,,,,1054 WR,8-6-2015,,apartment,,9-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49406559-wilhelminastraat-140-hs/,
11235,Maritzstraat 18 III,,,,1091 KW,28-6-2015,,apartment,,16-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49420933-maritzstraat-18-iii/,
11236,Dorpsweg Ransdorp 69,,,,1028 BL,4-9-2014,,house,,20-5-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-84570760-dorpsweg-ransdorp-69/,
11237,Amstelveenseweg 816,,,,1081 JK,6-6-2015,,house,,25-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-49406938-amstelveenseweg-816/,
11238,Asingaborg 69,,,,1082 SE,10-6-2015,,apartment,,9-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49409384-asingaborg-69/,
11239,Orteliusstraat 99 II,,,,1057 AV,4-6-2015,,apartment,,19-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49492203-orteliusstraat-99-ii/,
11240,Plantage Muidergracht 129 C,,,,1018 TR,26-6-2015,,apartment,,16-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49425437-plantage-muidergracht-129-c/,
11241,Sonneveld 44 II,,,,1082 EZ,6-6-2015,,apartment,,22-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49405525-sonneveld-44-ii/,
11242,Czaar Peterstraat 5 -D,,,,1018 NW,24-6-2015,,apartment,,9-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49425380-czaar-peterstraat-5-d/,
11243,Curaçaostraat 66 -II,,,,1058 BZ,13-6-2015,,apartment,,9-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49415502-curacaostraat-66-ii/,
11244,Nieuwe Achtergracht 107 -1+2,,,,1018 WR,26-6-2015,,apartment,,9-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49428579-nieuwe-achtergracht-107-1-2/,
11245,Laan van Spartaan -type K.2.4 (Bouwnr. 254),,,,1061 MJ,30-5-2015,,apartment,,29-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49497273-laan-van-spartaan-type-k24-bouwnr-254/,
11246,Klinkerweg 44,,,,1033 PM,4-5-2015,,apartment,,30-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49461967-klinkerweg-44/,
11247,IJgenzinnig fase 2 - Type F/G - bwnr 40 (Bouwnr. 40),,,,1087 MP,12-3-2015,,house,,14-8-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-48302497-ijgenzinnig-fase-2-type-f-g-bwnr-40-bouwnr-40/,
11248,Van Nijenrodeweg 7,,,,1083 EA,10-12-2014,,apartment,,27-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48223798-van-nijenrodeweg-7/,
11249,Fritz Conijnstraat 6 III,,,,1063 CC,2-7-2015,,apartment,,4-8-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49424287-fritz-conijnstraat-6-iii/,
11250,Van Nijenrodeweg 699,,,,1082 JC,23-3-2015,,apartment,,8-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48325989-van-nijenrodeweg-699/,
11251,Landsmeerderdijk 45,,,,1035 PS,30-6-2015,,house,,15-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-49421757-landsmeerderdijk-45/,
11252,Keizersgracht 347 -I-V,,,,1016 EH,24-6-2015,,apartment,,10-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49425848-keizersgracht-347-i-v/,
11253,Bartholomeus Ruloffsstraat 5 II,,,,1071 WJ,23-4-2015,,apartment,,3-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49459437-bartholomeus-ruloffsstraat-5-ii/,
11254,IJburglaan 868,,,,1087 GE,24-9-2011,,house,,9-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-47254262-ijburglaan-868/,
11255,Egelantiersstraat 230 -D,,,,1015 PT,30-4-2015,,apartment,,18-5-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49466877-egelantiersstraat-230-d/,
11256,Hoofdweg 307 1,,,,1057 CZ,5-5-2015,,apartment,,6-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49462070-hoofdweg-307-1/,
11257,Da Costastraat 115 III+IV,,,,1053 ZK,18-6-2015,,apartment,,25-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49418002-da-costastraat-115-iii-iv/,
11258,Commelinstraat 180 -huis,,,,1093 VD,1-5-2015,,apartment,,17-5-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49465178-commelinstraat-180-huis/,
